115.875, 0.0170504
115.885, 0.0111964
115.895, 0.0141608
115.905, 0.0127813
115.915, 0.0135142
115.925, 0.0132277
115.935, 0.0134002
115.945, 0.0133217
115.955, 0.0133618
115.965, 0.0134487
115.975, 0.0134234
115.985, 0.0134434
115.995, 0.0135194
116.005, 0.0135083
116.015, 0.0135291
116.025, 0.013519
116.035, 0.0136256
116.045, 0.0135923
116.055, 0.0136201
116.065, 0.0136008
116.075, 0.0137269
116.085, 0.0136768
116.095, 0.0137092
116.105, 0.0137846
116.115, 0.0137708
116.125, 0.0137916
116.135, 0.0137793
116.145, 0.0138939
116.155, 0.0138526
116.165, 0.013884
116.175, 0.0138602
116.185, 0.0139959
116.195, 0.0139364
116.205, 0.0139737
116.215, 0.0140515
116.225, 0.0140337
116.235, 0.0140558
116.245, 0.0140408
116.255, 0.0141631
116.265, 0.0141139
116.275, 0.0141496
116.285, 0.0142188
116.295, 0.0142093
116.305, 0.0142309
116.315, 0.0142198
116.325, 0.0143308
116.335, 0.0142911
116.345, 0.0143259
116.355, 0.0143014
116.365, 0.0144351
116.375, 0.0143756
116.385, 0.014418
116.395, 0.014487
116.405, 0.0144756
116.415, 0.0144979
116.425, 0.014485
116.435, 0.0146022
116.445, 0.0145557
116.455, 0.0145952
116.465, 0.0145661
116.475, 0.0147082
116.485, 0.0146396
116.495, 0.014689
116.505, 0.0147565
116.515, 0.0147442
116.525, 0.0147673
116.535, 0.014753
116.545, 0.0148797
116.555, 0.0148207
116.565, 0.0148671
116.575, 0.0149325
116.585, 0.0149225
116.595, 0.0149462
116.605, 0.0149324
116.615, 0.0150533
116.625, 0.0150005
116.635, 0.0150479
116.645, 0.015012
116.655, 0.0151642
116.665, 0.015083
116.675, 0.0151455
116.685, 0.0152052
116.695, 0.0151964
116.705, 0.0152188
116.715, 0.015204
116.725, 0.015333
116.735, 0.0152699
116.745, 0.0153257
116.755, 0.0152811
116.765, 0.015448
116.775, 0.0153504
116.785, 0.0154273
116.795, 0.0154808
116.805, 0.0154739
116.815, 0.0154948
116.825, 0.0154798
116.835, 0.0156162
116.845, 0.0155426
116.855, 0.0156084
116.865, 0.0155533
116.875, 0.0157367
116.885, 0.01562
116.895, 0.0156697
116.905, 0.0157884
116.915, 0.0157775
116.925, 0.0157758
116.935, 0.0157679
116.945, 0.0158982
116.955, 0.0158743
116.965, 0.0158688
116.975, 0.0159673
116.985, 0.0159639
116.995, 0.0159658
117.005, 0.0159608
117.015, 0.0160782
117.025, 0.0160626
117.035, 0.0160608
117.045, 0.0160529
117.055, 0.016189
117.065, 0.0161606
117.075, 0.0161554
117.085, 0.0162587
117.095, 0.016252
117.105, 0.0162541
117.115, 0.0162492
117.125, 0.0163714
117.135, 0.016352
117.145, 0.0163507
117.155, 0.0163431
117.165, 0.016484
117.175, 0.0164514
117.185, 0.0164469
117.195, 0.0165541
117.205, 0.0165446
117.215, 0.0165472
117.225, 0.0165427
117.235, 0.0166687
117.245, 0.016646
117.255, 0.0166455
117.265, 0.0166385
117.275, 0.0167832
117.285, 0.0167467
117.295, 0.0167435
117.305, 0.0168535
117.315, 0.0168417
117.325, 0.0168451
117.335, 0.0168413
117.345, 0.0169699
117.355, 0.0169443
117.365, 0.0169451
117.375, 0.0169389
117.385, 0.0170863
117.395, 0.0170463
117.405, 0.017045
117.415, 0.0171565
117.425, 0.0171429
117.435, 0.0171476
117.445, 0.0171446
117.455, 0.0172746
117.465, 0.0172469
117.475, 0.0172494
117.485, 0.017244
117.495, 0.0173927
117.505, 0.0173501
117.515, 0.017351
117.525, 0.0174586
117.535, 0.017428
117.545, 0.0174263
117.555, 0.0175558
117.565, 0.0175271
117.575, 0.0175309
117.585, 0.0175258
117.595, 0.0176757
117.605, 0.0176304
117.615, 0.0176327
117.625, 0.0176251
117.635, 0.0177953
117.645, 0.0177328
117.655, 0.0177342
117.665, 0.017867
117.675, 0.0178341
117.685, 0.0178397
117.695, 0.017835
117.705, 0.0179882
117.715, 0.0179382
117.725, 0.0179429
117.735, 0.0179356
117.745, 0.018109
117.755, 0.0180413
117.765, 0.0180458
117.775, 0.0181801
117.785, 0.0181442
117.795, 0.0181519
117.805, 0.0181476
117.815, 0.0183024
117.825, 0.018249
117.835, 0.0182564
117.845, 0.0182495
117.855, 0.0184244
117.865, 0.0183528
117.875, 0.0183607
117.885, 0.0184945
117.895, 0.018457
117.905, 0.018467
117.915, 0.0184631
117.925, 0.0186179
117.935, 0.0185623
117.945, 0.0185727
117.955, 0.0185663
117.965, 0.0187407
117.975, 0.0186667
117.985, 0.0186782
117.995, 0.0188095
118.005, 0.0187721
118.015, 0.0187844
118.025, 0.0187811
118.035, 0.0189337
118.045, 0.0188779
118.055, 0.0188912
118.065, 0.0188852
118.075, 0.0190572
118.085, 0.0189828
118.095, 0.0189978
118.105, 0.0191242
118.115, 0.019089
118.125, 0.0191034
118.135, 0.0191009
118.145, 0.0192491
118.155, 0.0191952
118.165, 0.0192113
118.175, 0.0192059
118.185, 0.0193732
118.195, 0.0193006
118.205, 0.0193188
118.215, 0.0193104
118.225, 0.0194968
118.235, 0.019405
118.245, 0.0194262
118.255, 0.0195626
118.265, 0.0195141
118.275, 0.0195322
118.285, 0.0195276
118.295, 0.0196879
118.305, 0.0196197
118.315, 0.0196406
118.325, 0.0196328
118.335, 0.0198118
118.345, 0.0197245
118.355, 0.0197487
118.365, 0.0197376
118.375, 0.0199352
118.385, 0.0198284
118.395, 0.0198567
118.405, 0.0199989
118.415, 0.0199402
118.425, 0.0199624
118.435, 0.0199558
118.445, 0.0201246
118.455, 0.0200449
118.465, 0.0200712
118.475, 0.020061
118.485, 0.0202481
118.495, 0.0201492
118.505, 0.0202456
118.515, 0.0202172
118.525, 0.0202275
118.535, 0.0203685
118.545, 0.0203122
118.555, 0.0203361
118.565, 0.0203292
118.575, 0.020494
118.585, 0.0204158
118.595, 0.0204443
118.605, 0.0204332
118.615, 0.020618
